Peak,Weight
FAM83A,0.0811649
FRK,0.050545216
GMPPB,0.03587885
ITGB6,0.035172157
INAVA,0.027163431
EPHA1,0.026759261
TMEM265,0.02310538
MKNK1,0.021319216
KRBOX4,0.01658023
CEACAM6,0.016517721
MRPS17,0.015890602
EGFR,0.014907215
PAK6,0.014196663
ZC3H12A,0.013245529
LPAR5,0.012585937
TERF2IP,0.012122256
HCFC2,0.0115461685
C12orf54,0.01124515
LAMA5,0.011227183
CTIF,0.010888101
ARIH2,0.010612663
TMC4,0.0105469795
PLXNB2,0.010383809
ALS2CL,0.010354494
BTC,0.009784664
MBLAC1,0.009466752
BEND6,0.008732868
MOB3B,0.008600678
COPS8,0.008366804
DENND5A,0.008204465
PROM2,0.007951256
ASNSD1,0.007731903
TNKS1BP1,0.007715201
COPA,0.007614151
DCLRE1B,0.0075502177
UNC13D,0.0075003416
YBX3,0.0070965057
TTL,0.00679047
MYO1B,0.0066473433
CAB39,0.0066332966
PHC2,0.006564355
CAPN1,0.0065065483
SLCO1B3-SLCO1B7,0.0064568277
SAP30,0.0064189266
ZNF576,0.006377589
RBM10,0.006188678
DSP,0.0060318345
CTAGE8,0.005804143
HES2,0.0057693305
GNAI2,0.0056988164
WNT7B,0.005356455
CERS3,0.0049960664
CCDC88A,0.004877382
TNK1,0.0048072166
JAZF1,0.004783259
CUTA,0.004756991
B3GNT3,0.0047343695
ZSCAN26,0.004655566
STXBP2,0.0046541262
DAB2IP,0.0044561354
SYNC,0.0044417586
NRARP,0.004333911
CRYBG1,0.004306226
PMM1,0.0040901727
DDR2,0.004058118
UAP1L1,0.003888202
ANXA8L1,0.0038669533
JAG2,0.0038420407
GALNT12,0.003837951
IL18,0.0037698317
SERPINB13,0.0037111638
FKBP7,0.0037083942
F11R,0.003688052
ELP6,0.0036467884
SYDE1,0.0036324656
CD99L2,0.003560338
LTBR,0.003470396
EPCAM,0.0034611835
SEC61G,0.0034590517
VOPP1,0.0034229003
WDR66,0.0033682177
DIRAS1,0.003296292
AC008687.8,0.0032832837
MINK1,0.0031985384
USP11,0.003136963
C1orf116,0.0030443266
MUC22,0.0030395163
C10orf95,0.0030349998
DUOX2,0.002984361
DLK2,0.0028729925
GNB1,0.0028562772
TRIM29,0.0028399057
TCF12,0.0028237044
DNAJC8,0.0028193302
PRRG2,0.0027762244
HDGFL2,0.002705003
