Peak,Weight
FAM83A,0.11625989
DSC2,0.038746227
FGFBP1,0.037214283
MRPS17,0.037104208
GBP6,0.03062822
MKNK1,0.030398004
TMEM265,0.030345015
FRRS1,0.0299539
SLC39A2,0.027841263
VOPP1,0.021966744
ALS2CL,0.0194769
C1orf74,0.019426504
PMM1,0.018508421
TXLNA,0.018311493
JUP,0.01701907
ZCCHC24,0.01688886
DDR2,0.016183507
CLPP,0.014243474
FAAP20,0.013785397
CTSV,0.011459094
ADGRF1,0.0112227155
CAPN1,0.011058891
DENND5A,0.009087332
TCF12,0.008951193
ANXA8L1,0.008925988
GALNT12,0.008660609
MOB3C,0.008615338
UGT1A3,0.008593963
PGLYRP4,0.008210861
OAZ2,0.008167139
RNF14,0.0076409904
TMC4,0.00761289
TMPRSS11E,0.0075317873
CORO2A,0.007517212
PKP3,0.0075117047
EGFR,0.006862418
SGTB,0.0067490046
RASSF7,0.0066895
WNT7B,0.0066714915
ZNF576,0.006604286
GNB1,0.006472853
S100A2,0.0063442453
YBX3,0.006335681
AGPAT1,0.006308572
SACS,0.006194921
PTBP3,0.00617549
GET1,0.006175088
DAB2IP,0.006128374
ARTN,0.006074632
RARG,0.0058906632
DSP,0.0058285114
IVL,0.005773378
HCAR3,0.0056531783
SH2D3A,0.0056519113
COPA,0.0055897534
JMJD7,0.0055708652
UBE2J2,0.0054302244
SAP30,0.0053239125
INAVA,0.0051922817
DPH3,0.0049145743
FXYD3,0.004886655
ASNSD1,0.0047743497
PPL,0.0047324775
ZNF709,0.0047191875
TNK1,0.0046279794
TRIM29,0.0045300187
C1QTNF6,0.004390471
SFN,0.004324654
ZHX3,0.004284349
MTFR1L,0.0042544976
TTL,0.0042527807
COPS8,0.0041810893
TSPAN1,0.0041436446
AMPD2,0.004136569
BACE1,0.0041314946
DPY19L2,0.004078179
RNF149,0.004045678
EID2B,0.0039853067
FAM193A,0.0039024483
HES2,0.003821917
CTIF,0.0037089363
AC003688.2,0.003590416
NRARP,0.0034712444
C19orf44,0.0033863739
DUOX2,0.00318868
CAB39,0.003132527
ARAP2,0.0030831015
PRKACA,0.0029572626
PCDH1,0.0029529997
DSG2,0.0025843657
C16orf74,0.0022509191
MTRNR2L1,0.0021863438
SERPINB13,0.0021658852
GMPPB,0.00212284
DYNC1LI1,0.0021215028
PPP1R14C,0.002100106
AC005324.3,0.0020954378
C19orf53,0.0020766912
FERMT1,0.002071481
ARHGAP31,0.0020193052
PPP1R13L,0.0018499396
CNPY4,0.0017126884
DPYSL2,0.0015862449
ADRB2,0.0015780454
AC008758.6,0.0012209312
BTN2A1,0.0011939598
STXBP2,0.0010069681
ATP8B2,0.0009748577
TNPO2,0.00092894933
AC005943.1,0.0008444269
LYRM2,0.000790826
LAMB3,0.0007506154
ADGRF4,0.00041646487
PRADC1,0.0
PLXNB2,0.0
ZNF165,0.0
ZNF441,0.0
ZNF428,0.0
PRAF2,0.0
TMEM102,0.0
PROM2,0.0
PRR5-ARHGAP8,0.0
RAP2B,0.0
RANBP3,0.0
RAB25,0.0
RAB23,0.0
RAB11FIP3,0.0
PTPRU,0.0
PTHLH,0.0
ZC3H12A,0.0
PTAFR,0.0
ZC3HC1,0.0
PSMC3IP,0.0
PRSS8,0.0
ZEB1,0.0
PRRG4,0.0
PRRG2,0.0
PLEKHG3,0.0
PGBD1,0.0
PIP5K1C,0.0
PIP4P2,0.0
NRSN2,0.0
NIPAL1,0.0
NECTIN4,0.0
NECTIN1,0.0
NDUFB2,0.0
NDUFA11,0.0
NDFIP2,0.0
NCDN,0.0
NBPF9,0.0
NAPRT,0.0
MYO1B,0.0
MYDGF,0.0
MUC22,0.0
MUC16,0.0
ZNF775,0.0
MTRNR2L11,0.0
MTPN,0.0
NSF,0.0
NTF4,0.0
ZNF668,0.0
PDLIM1,0.0
PIN1,0.0
PHTF1,0.0
PHF1,0.0
PHC2,0.0
RASA3,0.0
PERP,0.0
PDXP,0.0
PATJ,0.0
OGG1,0.0
PARK7,0.0
PAK6,0.0
PACSIN3,0.0
P3H1,0.0
P2RY2,0.0
OVOL1,0.0
OR2A7,0.0
YY2,0.0
RNASE7,0.0
XDH,0.0
SYDE1,0.0
STK3,0.0
STARD9,0.0
STAP2,0.0
ST14,0.0
SSH3,0.0
SRM,0.0
TNKS1BP1,0.0
TP63,0.0
SPINT1,0.0
TRIM23,0.0
SOX15,0.0
SOWAHB,0.0
SMIM11A,0.0
TSPAN6,0.0
SLCO1B3-SLCO1B7,0.0
SLCO1B3,0.0
TTC21B,0.0
STX2,0.0
SYNC,0.0
WDR66,0.0
TNFRSF21,0.0
TMEM159,0.0
TMBIM1,0.0
TINAGL1,0.0
THAP8,0.0
TERF2IP,0.0
TECPR1,0.0
TMEM184A,0.0
TCTA,0.0
TCF19,0.0
TMEM263,0.0
TMEM30B,0.0
TBC1D25,0.0
TACSTD2,0.0
TMEM40,0.0
SZRD1,0.0
SYTL1,0.0
TNFAIP2,0.0
TTC22,0.0
SLC35B4,0.0
SLC35A4,0.0
MT-ND6,0.0
S100A11,0.0
RXRA,0.0
USP11,0.0
RPS6KA4,0.0
RNF25,0.0
RNF223,0.0
USP13,0.0
USP43,0.0
RNF141,0.0
VIM,0.0
VKORC1,0.0
RNASEH2A,0.0
WDR62,0.0
RIPK4,0.0
RHOD,0.0
RHBDL2,0.0
RBM10,0.0
S100A14,0.0
S100A9,0.0
UNC13D,0.0
SERPINB5,0.0
SLC2A9,0.0
SH3BP1,0.0
TTC3,0.0
TUBB,0.0
SGTA,0.0
SGCB,0.0
TXNDC15,0.0
SERINC2,0.0
UGT1A4,0.0
SEMA4B,0.0
SEC61G,0.0
SEC22C,0.0
SDC4,0.0
SCEL,0.0
SCAMP3,0.0
UAP1L1,0.0
SLC31A2,0.0
KRT80,0.0
MST1R,0.0
CHCHD3,0.0
DHRS3,0.0
DHPS,0.0
DGKA,0.0
DDR1,0.0
DCLRE1B,0.0
CYSRT1,0.0
CXCL16,0.0
CUTA,0.0
CTSH,0.0
CTNND1,0.0
CTAGE8,0.0
CSTA,0.0
CRYBG2,0.0
CRYBG1,0.0
CRB3,0.0
COL17A1,0.0
CNTNAP1,0.0
CNKSR1,0.0
CLDN7,0.0
CLDN4,0.0
CLDN1,0.0
DHX30,0.0
DHX32,0.0
DIRAS1,0.0
ELF3,0.0
ESRP1,0.0
EQTN,0.0
EPS8L2,0.0
EPHA1,0.0
EPCAM,0.0
EMP3,0.0
ELP6,0.0
ELMO3,0.0
ELK1,0.0
EIF2B3,0.0
DIXDC1,0.0
EID1,0.0
EHF,0.0
DXO,0.0
DUOXA1,0.0
DTX4,0.0
DSC3,0.0
DNAJC8,0.0
DNAJB5,0.0
DLK2,0.0
CHMP4C,0.0
CERS3,0.0
MROH6,0.0
CERK,0.0
C10orf95,0.0
BTC,0.0
BLCAP,0.0
BICDL2,0.0
BEND6,0.0
BAP1,0.0
BAIAP2,0.0
B3GNT3,0.0
B3GAT3,0.0
B3GALT4,0.0
ARL3,0.0
ARIH2,0.0
ARHGEF5,0.0
APC,0.0
AP1M2,0.0
AP1M1,0.0
ANXA6,0.0
AGRN,0.0
ACSF2,0.0
AC011473.4,0.0
AC008687.8,0.0
C12orf54,0.0
C17orf80,0.0
C19orf33,0.0
CD99L2,0.0
CEP170,0.0
CENPO,0.0
CEACAM6,0.0
CDS1,0.0
CDKN2C,0.0
CDK5,0.0
CDH3,0.0
CDH1,0.0
CDC42BPG,0.0
CD9,0.0
C1orf116,0.0
CD46,0.0
CCDC88A,0.0
CBLC,0.0
CAST,0.0
CAPN7,0.0
C6orf89,0.0
C5orf24,0.0
C4orf36,0.0
C1orf216,0.0
ESRP2,0.0
EVPL,0.0
EXOG,0.0
F11R,0.0
LAD1,0.0
KRTCAP3,0.0
KRT7,0.0
KRT6A,0.0
KRT5,0.0
KRT19,0.0
KRT17,0.0
KRT16,0.0
KRBOX4,0.0
KLK8,0.0
KLK7,0.0
KLF5,0.0
KLF3,0.0
KLC3,0.0
KIAA1522,0.0
KDF1,0.0
KCTD7,0.0
KCTD20,0.0
KCNK1,0.0
